"Unique Line ID","Fiscal Year Ending","County","County Name","Public Safety & Legal Services","Physical Health & Social Services","Mental Health MR, DD","County Environment & Education","Roads & Transportation","Government Services to Residents","Administration","Nonprogram Current","Debt Service","Capital Projects","Sub-Total Expenditures","Operating Transfers Out","Refunded Debt/Escrow","Total Expenditures","Increase (Decrease) in Reserves","Total Ending Fund Balance","Total Requirements","Primary County Coordinates"
"2009_87_TAYLOR_EXPEND_SA","6/30/2009","87","TAYLOR","$769,509","$1,035,548","$597,431","$221,644","$2,717,000","$319,882","$633,915","$0","$205,221","$141,000","$6,641,150","$656,987","$0","$7,298,137","$0","$1,318,609","$8,616,746",
"2007_6_BENTON_EXPEND_SA","6/30/2007","6","BENTON","$2,718,137","$705,780","$1,611,120","$1,378,983","$5,627,793","$524,849","$1,423,640","$0","$0","$1,706,354","$15,696,656","$2,577,219",,"$18,273,875","$0","$4,785,765","$23,059,640",
"2011_78_POTTAWATTAMIE_EXPEND_SA","6/30/2011","78","POTTAWATTAMIE","$19,821,176","$3,423,608","$10,657,102","$8,667,977","$10,588,920","$2,009,121","$5,762,974","$0","$3,863,904","$7,902,467","$72,697,249","$6,024,404","$0","$78,721,653","$0","$17,546,767","$96,268,420",
"2023_36_FREMONT_EXPEND_SA","6/30/2023","36","FREMONT","$3,481,893","$318,515","$0","$483,708","$5,266,000","$559,930","$3,033,133","$10,000","$702,173","$6,692,473","$20,547,825","$1,419,730","$0","$21,967,555","$0","$4,207,009","$26,174,564",
"2016_69_MONTGOMERY_EXPEND_SA","6/30/2016","69","MONTGOMERY","$2,857,986","$684,895","$343,992","$401,097","$3,801,658","$474,960","$1,891,112","$0","$412,988","$130,158","$10,998,846","$850,000","$0","$11,848,846","$0","$4,467,543","$16,316,389",
"2025_99_WRIGHT_EXPEND_SA","6/30/2025","99","WRIGHT","$5,669,523","$1,225,620","$0","$2,029,444","$7,134,033","$820,223","$2,586,817","$63,400","$2,884,905","$953,500","$23,367,465","$3,029,959","$0","$26,397,424","$0","$6,553,803","$32,951,227",
"2018_35_FRANKLIN_EXPEND_SA","6/30/2018","35","FRANKLIN","$1,862,411","$2,095,058","$375,602","$1,389,764","$6,001,000","$505,001","$2,024,801","$0","$2,320,823","$980,000","$17,554,460","$2,460,581","$0","$20,015,041","$0","$15,530,999","$35,546,040",
"2023_53_JONES_EXPEND_SA","6/30/2023","53","JONES","$4,259,540","$1,179,858","$0","$2,336,702","$8,174,659","$899,753","$3,113,007","$221,213","$0","$1,400,000","$21,584,732","$2,869,490","$0","$24,454,222","$0","$10,482,113","$34,936,335",
"2024_33_FAYETTE_EXPEND_SA","6/30/2024","33","FAYETTE","$5,368,065","$533,414","$0","$2,127,018","$9,710,900","$1,111,987","$1,897,989","$30,150","$1,013,503","$4,352,882","$26,145,908","$4,120,692","$0","$30,266,600","$0","$5,804,694","$36,071,294",
"2014_86_TAMA_EXPEND_SA","6/30/2014","86","TAMA","$3,556,125","$1,490,424","$1,413,873","$833,137","$7,214,657","$523,710","$1,405,162","$26,250","$199,002","$10,029,887","$26,692,227","$2,027,364","$0","$28,719,591","$0","$5,250,212","$33,969,803",
"2023_63_MARION_EXPEND_SA","6/30/2023","63","MARION","$5,844,287","$4,588,028","$0","$2,376,232","$9,516,270","$1,050,339","$4,700,983","$0","$1,003,355","$11,482,232","$40,561,726","$3,009,412","$0","$43,571,138","$0","$8,641,749","$52,212,887",
"2011_95_WINNEBAGO_EXPEND_SA","6/30/2011","95","WINNEBAGO","$1,785,808","$914,644","$1,348,327","$882,111","$3,471,755","$436,019","$1,017,137","$158,768","$1,551,647","$13,096,145","$24,662,361","$1,357,060","$0","$26,019,421","$0","$4,301,863","$30,321,284",
"2014_13_CALHOUN_EXPEND_SA","6/30/2014","13","CALHOUN","$2,245,887","$2,082,485","$260,150","$808,931","$5,123,816","$601,377","$1,334,434","$5,685","$0","$808,000","$13,270,765","$1,324,434","$0","$14,595,199","$0","$8,876,182","$23,471,381",
"2010_30_DICKINSON_EXPEND_SA","6/30/2010","30","DICKINSON","$2,263,439","$551,988","$1,463,815","$1,820,458","$3,460,600","$581,068","$1,861,885","$74,200","$1,758,693","$1,752,000","$15,588,146","$2,379,581","$0","$17,967,727","$0","$6,497,089","$24,464,816",
"2010_87_TAYLOR_EXPEND_SA","6/30/2010","87","TAYLOR","$823,344","$1,011,035","$648,649","$257,963","$2,891,000","$303,000","$639,959","$0","$200,804","$140,000","$6,915,754","$677,420","$0","$7,593,174","$0","$1,243,688","$8,836,862",
"2010_1_ADAIR_EXPEND_SA","6/30/2010","1","ADAIR","$985,314","$263,246","$954,924","$367,743","$3,775,903","$272,111","$669,816","$0","$0","$1,710,000","$8,999,057","$1,589,688","$0","$10,588,745","$0","$1,848,694","$12,437,439",
"2021_71_O'BRIEN_EXPEND_SA","6/30/2021","71","O'BRIEN","$4,266,396","$483,517","$738,382","$1,201,929","$5,361,491","$694,456","$1,458,059","$12,800","$0","$2,598,964","$16,815,994","$4,275,704","$0","$21,091,698","$0","$4,933,681","$26,025,379",
"2019_27_DECATUR_EXPEND_SA","6/30/2019","27","DECATUR","$1,690,166","$707,008","$875,456","$538,414","$3,470,835","$366,325","$883,009","$0","$324,964","$61,652","$8,917,829","$535,355","$0","$9,453,184","$0","$2,062,674","$11,515,858",
"2020_33_FAYETTE_EXPEND_SA","6/30/2020","33","FAYETTE","$4,188,875","$464,553","$919,095","$2,007,791","$8,528,550","$898,778","$1,776,390","$29,650","$0","$3,055,000","$21,868,682","$2,416,705","$0","$24,285,387","$0","$2,816,851","$27,102,238",
"2012_67_MONONA_EXPEND_SA","6/30/2012","67","MONONA","$1,778,450","$739,969","$969,700","$648,405","$4,615,696","$455,533","$1,487,312","$0","$49,040","$546,828","$11,290,933","$1,162,623","$0","$12,453,556","$0","$3,578,369","$16,031,925",
"2022_99_WRIGHT_EXPEND_SA","6/30/2022","99","WRIGHT","$4,544,083","$1,145,941","$603,876","$1,426,986","$6,338,499","$672,625","$1,894,056","$58,862","$3,568,088","$1,335,000","$21,588,016","$2,540,151","$0","$24,128,167","$0","$3,759,643","$27,887,810",
"2017_29_DES MOINES_EXPEND_SA","6/30/2017","29","DES MOINES","$6,752,936","$1,666,631","$2,008,545","$2,080,030","$5,549,013","$1,097,640","$3,261,150","$0","$3,514,906","$3,660,177","$29,591,028","$2,074,609","$0","$31,665,637","$0","$8,119,685","$39,785,322",
"2014_1_ADAIR_EXPEND_SA","6/30/2014","1","ADAIR","$1,381,399","$322,837","$376,637","$526,326","$4,343,641","$346,533","$814,296","$0","$1,053,050","$987,000","$10,151,719","$1,621,247","$0","$11,772,966","$0","$3,039,490","$14,812,456",
"2007_21_CLAY_EXPEND_SA","6/30/2007","21","CLAY","$2,276,571","$417,625","$1,619,758","$872,234","$3,699,770","$395,086","$1,337,466","$16,761","$551,855","$1,370,000","$12,557,126","$1,902,816",,"$14,459,942","$0","$3,764,868","$18,224,810",
"2016_38_GRUNDY_EXPEND_SA","6/30/2016","38","GRUNDY","$1,970,774","$566,404","$908,889","$976,743","$5,132,532","$447,016","$1,857,463","$0","$1,254,043","$3,493,836","$16,607,700","$1,622,669","$0","$18,230,369","$0","$3,751,911","$21,982,280",
"2019_63_MARION_EXPEND_SA","6/30/2019","63","MARION","$5,136,228","$3,621,130","$2,994,226","$1,970,397","$7,333,211","$977,334","$3,221,735","$0","$465,765","$1,815,000","$27,535,026","$2,464,823","$0","$29,999,849","$0","$7,523,768","$37,523,617",
"2006_6_BENTON_EXPEND_SA","6/30/2006","6","BENTON","$2,502,463","$720,061","$1,856,268","$1,317,278","$5,399,615","$735,445","$1,436,748","$0","$178,260","$2,068,954","$16,215,092","$2,803,340",,"$19,018,432","$0","$3,534,966","$22,553,398",
"2017_2_ADAMS_EXPEND_SA","6/30/2017","2","ADAMS","$1,208,081","$227,966","$153,310","$684,835","$3,835,000","$343,057","$823,154","$42,500","$779,952","$305,500","$8,403,355","$965,883","$0","$9,369,238","$0","$1,783,476","$11,152,714",
"2026_32_EMMET_EXPEND_SA","6/30/2026","32","EMMET","$3,015,104","$1,017,098","$0","$643,126","$4,366,850","$776,918","$2,780,623","$200,000","$0","$30,000","$12,829,719","$1,277,233","$0","$14,106,952","$0","$6,421,003","$20,527,955",
"2015_21_CLAY_EXPEND_SA","6/30/2015","21","CLAY","$2,929,699","$781,793","$1,051,797","$1,497,667","$5,397,768","$434,947","$1,759,218","$0","$503,197","$1,618,900","$15,974,986","$2,409,294","$0","$18,384,280","$0","$5,081,521","$23,465,801",
"2019_5_AUDUBON_EXPEND_SA","6/30/2019","5","AUDUBON","$1,639,008","$751,238","$158,862","$897,111","$4,171,808","$416,630","$915,978","$100","$371,805","$1,477,489","$10,800,029","$2,239,526","$0","$13,039,555","$0","$3,146,689","$16,186,244",
"2020_91_WARREN_EXPEND_SA","6/30/2020","91","WARREN","$6,610,870","$2,953,369","$1,309,215","$1,564,210","$10,823,750","$1,023,780","$3,117,996","$0","$2,312,004","$21,000,000","$50,715,194","$3,435,000","$0","$54,150,194","$0","$15,235,741","$69,385,935",
"2018_3_ALLAMAKEE_EXPEND_SA","6/30/2018","3","ALLAMAKEE","$2,446,525","$691,599","$866,157","$1,201,742","$6,253,517","$544,678","$1,218,334","$19,000","$425,000","$2,867,084","$16,533,636","$1,901,128","$0","$18,434,764","$0","$2,710,875","$21,145,639",
"2008_72_OSCEOLA_EXPEND_SA","6/30/2008","72","OSCEOLA","$1,001,780","$162,260","$633,450","$332,940","$2,170,000","$234,655","$722,352","$0","$303,800","$500,000","$6,061,237","$895,387","$0","$6,956,624","$0","$1,917,057","$8,873,681",
"2013_53_JONES_EXPEND_SA","6/30/2013","53","JONES","$2,400,433","$776,155","$2,633,135","$779,294","$6,125,807","$638,479","$1,546,161","$5,900","$7,878","$1,660,000","$16,573,242","$1,583,000","$0","$18,156,242","$0","$2,346,674","$20,502,916",
"2019_68_MONROE_EXPEND_SA","6/30/2019","68","MONROE","$2,138,368","$848,294","$628,213","$559,509","$3,152,397","$504,257","$1,377,130","$0","$561,185","$440,000","$10,209,353","$1,467,912","$0","$11,677,265","$0","$2,911,209","$14,588,474",
"2023_85_STORY_EXPEND_SA","6/30/2023","85","STORY","$16,176,946","$6,560,859","$0","$9,282,510","$7,747,085","$1,850,932","$8,716,320","$2,020,000","$1,651,200","$4,875,341","$58,881,193","$3,785,000","$0","$62,666,193","$0","$23,126,686","$85,792,879",
"2025_92_WASHINGTON_EXPEND_SA","6/30/2025","92","WASHINGTON","$11,653,164","$2,730,628","$0","$1,446,057","$8,106,607","$1,222,794","$3,429,468","$6,000","$3,307,950","$4,959,837","$36,862,505","$3,400,925","$0","$40,263,430","$0","$3,478,561","$43,741,991",
"2022_52_JOHNSON_EXPEND_SA","6/30/2022","52","JOHNSON","$31,199,807","$14,784,487","$5,872,633","$6,823,430","$12,378,064","$3,389,092","$11,961,180","$139,600","$22,087,648","$18,589,551","$127,225,492","$16,876,839","$0","$144,102,331","$0","$25,086,765","$169,189,096",
"2023_26_DAVIS_EXPEND_SA","6/30/2023","26","DAVIS","$2,026,506","$487,077","$0","$535,748","$5,409,803","$523,272","$3,068,216","$42,879","$399,705","$1,185,000","$13,678,206","$1,175,655","$0","$14,853,861","$0","$6,408,144","$21,262,005",
"2012_79_POWESHIEK_EXPEND_SA","6/30/2012","79","POWESHIEK","$2,826,125","$406,876","$1,750,862","$570,456","$5,186,153","$758,041","$1,198,050","$162,493","$605,628","$760,500","$14,225,184","$2,056,029","$0","$16,281,213","$0","$4,065,106","$20,346,319",
"2016_20_CLARKE_EXPEND_SA","6/30/2016","20","CLARKE","$1,860,555","$962,045","$721,731","$319,335","$3,486,300","$492,347","$1,255,727","$0","$237,152","$91,228","$9,426,420","$635,327","$0","$10,061,747","$0","$2,947,332","$13,009,079",
"2025_19_CHICKASAW_EXPEND_SA","6/30/2025","19","CHICKASAW","$4,031,529","$1,757,227","$0","$908,270","$8,358,511","$562,729","$2,328,710","$0","$473,033","$601,721","$19,021,730","$2,811,676","$0","$21,833,406","$0","$4,934,950","$26,768,356",
"2017_89_VAN BUREN_EXPEND_SA","6/30/2017","89","VAN BUREN","$1,289,300","$488,301","$261,380","$352,999","$3,421,000","$280,057","$666,734","$5,600","$0","$1,414,500","$8,179,871","$703,554","$0","$8,883,425","$0","$2,775,006","$11,658,431",
"2021_7_BLACK HAWK_EXPEND_SA","6/30/2021","7","BLACK HAWK","$23,801,689","$7,652,234","$4,286,247","$3,026,440","$8,084,469","$2,333,571","$6,550,534","$0","$5,534,689","$5,862,878","$67,132,751","$12,355,097","$0","$79,487,848","$0","$33,629,608","$113,117,456",
"2021_63_MARION_EXPEND_SA","6/30/2021","63","MARION","$5,261,873","$3,259,201","$1,387,084","$2,022,633","$8,492,136","$969,735","$4,339,144","$0","$370,058","$3,675,000","$29,776,864","$2,772,977","$0","$32,549,841","$0","$7,636,863","$40,186,704",
"2018_40_HAMILTON_EXPEND_SA","6/30/2018","40","HAMILTON","$3,271,129","$1,727,677","$1,079,979","$1,759,466","$5,115,300","$562,298","$1,615,782","$0","$2,386,776","$1,242,871","$18,761,278","$3,020,561","$0","$21,781,839","$0","$17,804,684","$39,586,523",
"2010_94_WEBSTER_EXPEND_SA","6/30/2010","94","WEBSTER","$5,233,864","$2,324,635","$5,067,562","$1,252,211","$6,580,000","$858,145","$2,673,359","$145,000","$574,069","$3,230,000","$27,938,845","$1,950,000","$0","$29,888,845","$0","$6,115,908","$36,004,753",
"2017_66_MITCHELL_EXPEND_SA","6/30/2017","66","MITCHELL","$1,814,881","$1,793,772","$582,790","$1,695,130","$4,380,000","$386,084","$1,152,506","$0","$4,034,484","$370,000","$16,209,647","$1,290,000","$0","$17,499,647","$0","$2,302,282","$19,801,929",
"2012_7_BLACK HAWK_EXPEND_SA","6/30/2012","7","BLACK HAWK","$17,514,067","$8,298,399","$6,440,122","$8,848,451","$6,878,699","$1,564,010","$5,740,975","$0","$5,695,928","$6,890,427","$67,871,078","$2,363,170","$0","$70,234,248","$0","$13,332,152","$83,566,400",
"2014_71_O'BRIEN_EXPEND_SA","6/30/2014","71","O'BRIEN","$3,165,300","$461,081","$1,388,600","$847,183","$4,480,000","$596,314","$1,316,557","$9,500","$737,021","$790,000","$13,791,556","$2,112,048","$0","$15,903,604","$0","$2,864,117","$18,767,721",
"2013_22_CLAYTON_EXPEND_SA","6/30/2013","22","CLAYTON","$2,621,238","$738,356","$2,168,332","$1,356,380","$6,762,473","$664,221","$1,364,895","$1,300","$322,439","$3,356,675","$19,356,309","$1,400,000","$0","$20,756,309","$0","$5,078,187","$25,834,496",
"2018_99_WRIGHT_EXPEND_SA","6/30/2018","99","WRIGHT","$2,876,801","$2,910,276","$857,238","$1,183,049","$5,694,800","$568,218","$1,598,306","$37,680","$485,206","$1,273,000","$17,484,574","$2,123,855","$0","$19,608,429","$0","$4,064,347","$23,672,776",
"2022_39_GUTHRIE_EXPEND_SA","6/30/2022","39","GUTHRIE","$2,619,188","$1,646,248","$296,853","$1,849,812","$6,693,120","$449,665","$1,896,616","$14,500","$1,815,988","$3,227,841","$20,509,831","$2,824,267","$0","$23,334,098","$0","$4,910,395","$28,244,493",
"2014_73_PAGE_EXPEND_SA","6/30/2014","73","PAGE","$1,868,754","$682,239","$1,577,174","$531,255","$4,030,238","$513,547","$1,392,607","$4,000","$190,468","$558,000","$11,348,282","$1,180,242","$0","$12,528,524","$0","$3,248,198","$15,776,722",
"2010_23_CLINTON_EXPEND_SA","6/30/2010","23","CLINTON","$6,885,668","$1,669,584","$8,814,018","$1,726,034","$4,468,225","$1,262,439","$3,443,525","$523,625","$824,864","$2,399,814","$32,017,796","$745,000","$0","$32,762,796","$0","$5,270,553","$38,033,349",
"2026_89_VAN BUREN_EXPEND_SA","6/30/2026","89","VAN BUREN","$1,902,044","$914,388","$0","$621,600","$5,512,000","$431,978","$987,716","$26,100","$0","$999,333","$11,395,159","$1,023,577","$0","$12,418,736","$0","$5,033,513","$17,452,249",
"2026_96_WINNESHIEK_EXPEND_SA","6/30/2026","96","WINNESHIEK","$7,117,259","$1,368,655","$0","$3,425,847","$8,038,000","$947,574","$3,297,384","$4,000","$0","$5,807,500","$30,006,219","$3,019,838","$0","$33,026,057","$0","$11,441,374","$44,467,431",
"2008_23_CLINTON_EXPEND_SA","6/30/2008","23","CLINTON","$6,055,553","$1,469,316","$8,761,730","$1,449,650","$4,413,765","$1,142,879","$2,902,638","$42,000","$0","$415,196","$26,652,727","$654,671","$0","$27,307,398","$0","$4,865,219","$32,172,617",
"2019_91_WARREN_EXPEND_SA","6/30/2019","91","WARREN","$6,192,700","$2,941,474","$1,041,050","$1,571,731","$6,580,311","$979,740","$3,065,875","$0","$164,731","$2,575,000","$25,112,612","$3,425,000","$0","$28,537,612","$0","$10,665,551","$39,203,163",
"2018_55_KOSSUTH_EXPEND_SA","6/30/2018","55","KOSSUTH","$3,263,284","$325,044","$798,717","$1,096,165","$7,408,150","$912,311","$2,773,492","$84,692","$0","$3,290,000","$19,951,855","$2,863,123","$0","$22,814,978","$0","$7,412,931","$30,227,909",
"2014_6_BENTON_EXPEND_SA","6/30/2014","6","BENTON","$4,220,196","$891,350","$1,232,400","$2,147,213","$6,633,000","$764,864","$1,573,636","$165,000","$99,400","$1,802,500","$19,529,559","$4,000,706","$0","$23,530,265","$0","$8,398,375","$31,928,640",
"2026_20_CLARKE_EXPEND_SA","6/30/2026","20","CLARKE","$3,126,875","$686,409","$0","$433,465","$4,172,618","$807,156","$1,478,353","$0","$278,985","$505,000","$11,488,861","$955,663","$0","$12,444,524","$0","$2,903,814","$15,348,338",
"2012_56_LEE_EXPEND_SA","6/30/2012","56","LEE","$4,464,576","$3,917,301","$5,225,287","$1,212,158","$4,543,983","$1,080,846","$2,252,765","$0","$813,033","$827,835","$24,337,784","$1,310,000","$0","$25,647,784","$0","$5,040,411","$30,688,195",
"2021_91_WARREN_EXPEND_SA","6/30/2021","91","WARREN","$7,197,760","$2,875,336","$1,346,315","$1,654,920","$9,417,800","$1,027,745","$3,350,810","$0","$3,006,110","$26,315,000","$56,191,796","$3,725,000","$0","$59,916,796","$0","$10,852,448","$70,769,244",
"2021_56_LEE_EXPEND_SA","6/30/2021","56","LEE","$7,252,087","$4,742,397","$1,623,165","$2,219,244","$6,907,795","$1,431,737","$2,539,265","$45,840","$866,995","$2,138,788","$29,767,313","$2,540,141","$0","$32,307,454","$0","$8,956,440","$41,263,894",
"2005_41_HANCOCK_EXPEND_SA","6/30/2005","41","HANCOCK","$1,166,020","$2,597,936","$1,411,200","$588,144","$3,840,000","$294,559","$997,640","$2,000","$0","$730,000","$11,627,499","$1,272,143",,"$12,899,642","$0","$4,680,101","$17,579,743",
"2024_23_CLINTON_EXPEND_SA","6/30/2024","23","CLINTON","$11,702,640","$2,617,538","$0","$2,914,397","$8,753,483","$1,431,061","$5,750,180","$190,000","$2,533,600","$4,690,034","$40,582,933","$2,456,200","$0","$43,039,133","$0","$21,923,401","$64,962,534",
"2026_57_LINN_EXPEND_SA","6/30/2026","57","LINN","$45,007,209","$38,196,404","$0","$10,363,296","$18,975,464","$6,980,111","$25,410,820","$0","$6,267,524","$15,048,427","$166,249,255","$31,651,226","$0","$197,900,481","$0","$75,065,396","$272,965,877",
"2008_8_BOONE_EXPEND_SA","6/30/2008","8","BOONE","$2,993,617","$741,012","$2,540,550","$1,158,238","$5,196,400","$584,576","$1,596,505","$0","$732,639","$2,626,400","$18,169,937","$1,889,094","$0","$20,059,031","$0","$2,510,121","$22,569,152",
"2015_73_PAGE_EXPEND_SA","6/30/2015","73","PAGE","$1,882,648","$600,082","$1,265,531","$537,674","$3,870,000","$529,801","$1,350,308","$4,000","$191,748","$389,196","$10,620,988","$1,218,904","$0","$11,839,892","$0","$3,699,563","$15,539,455",
"2005_27_DECATUR_EXPEND_SA","6/30/2005","27","DECATUR","$723,000","$303,438","$1,419,561","$403,097","$2,695,520","$217,046","$471,679","$0","$75,000","$268,000","$6,576,341","$421,498",,"$6,997,839","$0","$1,441,878","$8,439,717",
"2020_24_CRAWFORD_EXPEND_SA","6/30/2020","24","CRAWFORD","$2,953,762","$2,637,731","$609,686","$1,126,513","$8,496,889","$746,613","$1,581,799","$0","$153,500","$848,503","$19,154,996","$3,499,400","$0","$22,654,396","$0","$6,867,354","$29,521,750",
"2019_96_WINNESHIEK_EXPEND_SA","6/30/2019","96","WINNESHIEK","$3,514,312","$1,382,059","$891,531","$2,590,684","$7,670,000","$648,402","$2,755,992","$6,500","$0","$2,665,000","$22,124,480","$2,742,101","$0","$24,866,581","$0","$8,762,015","$33,628,596",
"2014_56_LEE_EXPEND_SA","6/30/2014","56","LEE","$4,570,724","$4,624,678","$1,923,725","$1,349,068","$4,928,803","$986,538","$2,114,498","$20,000","$896,622","$10,903,288","$32,317,944","$1,550,000","$0","$33,867,944","$0","$6,128,010","$39,995,954",
"2016_13_CALHOUN_EXPEND_SA","6/30/2016","13","CALHOUN","$2,699,399","$1,918,370","$434,510","$959,719","$5,104,300","$649,417","$1,316,727","$5,225","$0","$1,103,000","$14,190,667","$1,465,156","$0","$15,655,823","$0","$6,893,146","$22,548,969",
"2007_61_MADISON_EXPEND_SA","6/30/2007","61","MADISON","$1,835,722","$515,737","$1,122,440","$518,191","$3,551,316","$386,128","$847,386","$0","$190,878","$1,157,077","$10,124,875","$893,754",,"$11,018,629","$0","$1,940,581","$12,959,210",
"2006_60_LYON_EXPEND_SA","6/30/2006","60","LYON","$1,999,054","$661,943","$838,980","$510,938","$3,126,640","$484,469","$805,941","$14,191","$274,175","$823,700","$9,540,031","$814,000",,"$10,354,031","$0","$3,205,893","$13,559,924",
"2011_59_LUCAS_EXPEND_SA","6/30/2011","59","LUCAS","$1,004,206","$677,014","$1,041,531","$198,791","$2,932,236","$290,690","$993,674","$0","$41,900","$1,256,000","$8,436,042","$749,686","$0","$9,185,728","$0","$989,068","$10,174,796",
"2008_55_KOSSUTH_EXPEND_SA","6/30/2008","55","KOSSUTH","$2,514,952","$452,397","$1,986,753","$757,541","$5,705,000","$680,046","$1,696,851","$67,669","$0","$1,508,000","$15,369,209","$2,092,273","$0","$17,461,482","$0","$5,130,158","$22,591,640",
"2008_94_WEBSTER_EXPEND_SA","6/30/2008","94","WEBSTER","$4,775,289","$2,453,081","$4,542,479","$1,180,315","$6,200,000","$796,220","$2,462,269","$605,000","$326,913","$3,075,721","$26,417,287","$1,800,000","$0","$28,217,287","$0","$8,505,790","$36,723,077",
"2021_46_HUMBOLDT_EXPEND_SA","6/30/2021","46","HUMBOLDT","$2,582,811","$410,222","$372,275","$854,678","$4,168,969","$509,611","$1,441,697","$12,500","$127,785","$435,000","$10,915,548","$2,090,185","$0","$13,005,733","$0","$4,097,857","$17,103,590",
